"","Parasite","genus","year","hs","first"
"2456","Neoechinorhynchus curemai","Neoechinorhynchus",1973,1,"not the first"
"2458","Neoechinorhynchus paraguayensis","Neoechinorhynchus",1959,2,"not the first"
"2460","Neoechinorhynchus pimelodi","Neoechinorhynchus",NA,1,"not the first"
"2461","Neoechinorhynchus pterodoridis","Neoechinorhynchus",1981,1,"not the first"
"2462","Oligacanthorhynchus microcephalus","Oligacanthorhynchus",1819,0,"not the first"
"2463","Oncicola paracampanulata","Oncicola",1963,0,"not the first"
"2464","Palliolisentis ornatus","Palliolisentis",1960,1,"first"
"2465","Palliolisentis quinqueungulis","Palliolisentis",1960,2,"first"
"2467","Paracavisoma impudica","Paracavisoma",1851,1,"exclude"
"2469","Polyacanthorhynchus macrorhynchus","Polyacanthorhynchus",1856,1,"first"
"2472","Quadrigyrus brasiliensis","Quadrigyrus",1941,2,"not the first"
"2474","Quadrigyrus machadoi","Quadrigyrus",1983,3,"not the first"
"2477","Rhadinorhynchus plagioscionis","Rhadinorhynchus",1980,1,"not the first"
"2478","Bolbosoma caenoforme","Bolbosoma",1919,9,"not the first"
"2492","Neoechinorhynchus cylindratus","Neoechinorhynchus",1913,28,"not the first"
"2517","Neoechinorhynchus saginatus","Neoechinorhynchus",1949,13,"not the first"
"2525","Neoechinorhynchus salmonis","Neoechinorhynchus",1984,13,"not the first"
"2561","Prosthorhynchus paulus","Prosthorhynchus",1951,1,"not the first"
"2562","Pseudoluheia boreotis","Pseudoluheia",1951,1,"exclude"
"2563","Rhadinorhynchus trachuri","Rhadinorhynchus",1935,12,"not the first"
"2566","Sphaerirostris lancea","Sphaerirostris",1821,12,"not the first"
"2591","Acanthocephalus tenuirostris","Acanthocephalus",1941,2,"not the first"
"2596","Centrorhynchus amphibius","Centrorhynchus",1950,1,"not the first"
"2613","Macracanthorhynchus catulinus","Macracanthorhynchus",1927,15,"not the first"
"2617","Mediorhynchus garruli","Mediorhynchus",1939,1,"not the first"
"2645","Mediorhynchus rodensis","Mediorhynchus",1971,1,"not the first"
"2646","Mediorhynchus tenuis","Mediorhynchus",1931,6,"not the first"
"2651","Mediorhynchus zosteropis","Mediorhynchus",1913,2,"not the first"
"2688","Plagiorhynchus odhneri","Plagiorhynchus",1942,3,"not the first"
"2689","Plagiorhynchus charadriicola","Plagiorhynchus",1953,1,"not the first"
"2718","Polymorphus diploinflatus","Polymorphus",1942,1,"not the first"
"2730","Prosthorhynchus genitopapillatus","Prosthorhynchus",1942,23,"not the first"
"2731","Prosthorhynchus transversus","Prosthorhynchus",1819,13,"not the first"
"2733","Sphaerirostris areolatus","Sphaerirostris",1819,2,"first"
"2739","Sphaerirostris picae","Sphaerirostris",1819,6,"first"
"2747","Sphaerirostris pinguis","Sphaerirostris",1918,3,"not the first"
"2750","Sphaerirostris scanensis","Sphaerirostris",1942,3,"not the first"
"2751","Sphaerirostris teres","Sphaerirostris",1819,13,"first"
"2753","Sphaerirostris turdi","Sphaerirostris",1939,4,"not the first"
"2775","Arhythmorhynchus eroliae","Arhythmorhynchus",1939,1,"not the first"
"2776","Centrorhynchus californicus","Centrorhynchus",NA,0,"not the first"
"2778","Profilicollis altmani","Profilicollis",1942,2,"not the first"
"2786","Acanthocephalus jacksoni","Acanthocephalus",1962,19,"not the first"
"2790","Andracantha mergi","Andracantha",1942,5,"not the first"
"2926","Fessisentis friedi","Fessisentis",1972,2,"not the first"
"2929","Leptorhynchoides thecatus","Leptorhynchoides",1891,57,"not the first"
"2979","Metechinorhynchus lateralis","Metechinorhynchus",1851,11,"not the first"
"3002","Neoechinorhynchus carpiodi","Neoechinorhynchus",1968,1,"not the first"
"3045","Neoechinorhynchus notemigoni","Neoechinorhynchus",1967,2,"not the first"
"3046","Neoechinorhynchus pungitius","Neoechinorhynchus",1971,7,"not the first"
"3142","Neoechinorhynchus tenellus","Neoechinorhynchus",1913,3,"not the first"
"3147","Neoechinorhynchus tumidus","Neoechinorhynchus",1949,15,"not the first"
"3302","Oligacanthorhynchus kamerunensis","Oligacanthorhynchus",1931,0,"not the first"
"3303","Oncicola dimorpha","Oncicola",1931,0,"not the first"
"3304","Paragorgorhynchus albertianum","Paragorgorhynchus",1957,2,"first"
"3309","Polyacanthorhynchus kenyensis","Polyacanthorhynchus",1967,3,"not the first"
"3313","Acanthocephalus saurius","Acanthocephalus",2003,0,"not the first"
"3316","Gorytocephalus plecostomorum","Gorytocephalus",1971,1,"first"
"3317","Neoechinorhynchus golvani","Neoechinorhynchus",1978,6,"not the first"
"3324","Neoechinorhynchus africanus","Neoechinorhynchus",1970,2,"not the first"
"3328","Pallisentis golvani","Pallisentis",1987,3,"not the first"
"3329","Pallisentis golvani","Pallisentis",1973,3,"not the first"
"3332","Paragorgorhynchus chariensis","Paragorgorhynchus",1970,1,"not the first"
"3333","Tenuisentis niloticus","Tenuisentis",1932,3,"exclude"
"3341","Pomphorhynchus yamagutii","Pomphorhynchus",1973,1,"not the first"
"3345","Acanthocephalorhynchoides ussuriensis","Acanthocephalorhynchoides",1941,5,"not the first"
"3350","Acanthocephalus gotoi","Acanthocephalus",1925,1,"not the first"
"3351","Acanthocephalus sichuanensis","Acanthocephalus",1987,1,"not the first"
"3352","Acanthosentis coiliae","Acanthosentis",1939,4,"not the first"
"3356","Acanthosentis lizae","Acanthosentis",1986,0,"not the first"
"3357","Acanthosentis similis","Acanthosentis",1980,4,"not the first"
"3362","Arhythmacanthus pseudobagri","Arhythmacanthus",1987,0,"not the first"
"3363","Arhythmacanthus septacanthus","Arhythmacanthus",1949,1,"first"
"3364","Bolborhynchoides exiguus","Bolborhynchoides",1941,1,"exclude"
"3365","Brentisentis chongqingensis","Brentisentis",1998,1,"not the first"
"3366","Brentisentis cyprini","Brentisentis",1984,7,"not the first"
"3373","Brentisentis uncinus","Brentisentis",1982,2,"first"
"3375","Brentisentis yangtzensis","Brentisentis",1989,7,"not the first"
"3387","Centrorhynchus corvi","Centrorhynchus",1929,4,"not the first"
"3388","Centrorhynchus pycnonoti","Centrorhynchus",1980,1,"not the first"
"3389","Centrorhynchus sinicus","Centrorhynchus",1966,1,"not the first"
"3391","Corynosomoides hemibagri","Corynosomoides",1987,0,"exclude"
"3392","Echinorhynchus gymnocyprini","Echinorhynchus",1981,1,"not the first"
"3394","Filisoma atropi","Filisoma",1988,0,"not the first"
"3395","Filisoma micracanthi","Filisoma",1938,1,"not the first"
"3396","Filisoma oplegnathi","Filisoma",1988,1,"not the first"
"3397","Gorgorhynchoides epinepheli","Gorgorhynchoides",1980,1,"not the first"
"3398","Gorgorhynchus satoi","Gorgorhynchus",1937,2,"not the first"
"3400","Hebesoma violenteum","Hebesoma",1928,11,"exclude"
"3418","Heterosentis parasiluri","Heterosentis",1984,11,"not the first"
"3435","Indorhynchus pseudobagri","Indorhynchus",1988,0,"not the first"
"3436","Longicollum alemniscus","Longicollum",1935,2,"first"
"3451","Metarhadinorhynchus arii","Metarhadinorhynchus",1966,1,"not the first"
"3453","Metarhadinorhynchus cyprini","Metarhadinorhynchus",1961,1,"first"
"3454","Micracanthorhynchina dakusuiensis","Micracanthorhynchina",1938,1,"not the first"
"3457","Micracanthorhynchina motomurai","Micracanthorhynchina",1935,9,"first"
"3470","Micracanthorhynchina sinipercae","Micracanthorhynchina",1983,1,"not the first"
"3472","Neoechinorhynchus australis","Neoechinorhynchus",1931,1,"not the first"
"3473","Neoechinorhynchus formosanus","Neoechinorhynchus",1938,3,"not the first"
"3475","Neoechinorhynchus ginghaiensis","Neoechinorhynchus",1981,1,"not the first"
"3476","Neoechinorhynchus plagiognathopitis","Neoechinorhynchus",1987,1,"not the first"
"3477","Neoechinorhynchus quinghaiensis","Neoechinorhynchus",1981,1,"not the first"
"3479","Neoechinorhynchus saurogobi","Neoechinorhynchus",1989,1,"not the first"
"3484","Neoechinorhynchus violetum","Neoechinorhynchus",1928,1,"not the first"
"3485","Neoechinorhynchus wuyiensis","Neoechinorhynchus",1981,1,"not the first"
"3486","Neosentis celatus","Neosentis",NA,3,"exclude"
"3487","Neosentis celatus","Neosentis",1928,3,"exclude"
"3490","Pallisentis celatus","Pallisentis",1928,10,"not the first"
"3507","Pallisentis chongqingensis","Pallisentis",1993,0,"not the first"
"3508","Pallisentis umbellatus","Pallisentis",1928,1,"not the first"
"3510","Polymorphus chongqingensis","Polymorphus",1990,1,"not the first"
"3511","Pomphorhynchus cylinderius","Pomphorhynchus",1983,1,"not the first"
"3512","Pomphorhynchus perforator","Pomphorhynchus",1908,1,"not the first"
"3515","Pomphorhynchus yunnanensis","Pomphorhynchus",1981,0,"not the first"
"3517","Prosthenorchis elegans","Prosthenorchis",1851,1,"not the first"
"3518","Pseudoacanthocephalus bufonis","Pseudoacanthocephalus",1903,3,"first"
"3520","Quadrigyrus formosanus","Quadrigyrus",1938,3,"not the first"
"3523","Quadrigyrus rhodei","Quadrigyrus",1980,1,"not the first"
"3524","Rhadinorhynchus cyprini","Rhadinorhynchus",1984,0,"not the first"
"3530","Acanthocephaloides claviformis","Acanthocephaloides",1987,0,"not the first"
"3531","Acanthocephaloides ichiharai","Acanthocephaloides",1987,0,"not the first"
"3536","Echinorhynchus dissimilis","Echinorhynchus",1939,1,"not the first"
"3543","Echinorhynchus lotellae","Echinorhynchus",1939,1,"not the first"
"3549","Nipporhynchus katsuwonis","Nipporhynchus",1928,1,"exclude"
"3550","Pomphorhynchus sebastichthydis","Pomphorhynchus",1939,0,"not the first"
"3568","Cavisoma magnum","Cavisoma",1927,1,"exclude"
"3569","Diplosentis amphacanthi","Diplosentis",1937,1,"first"
"3570","Filisoma rizalinum","Filisoma",1946,1,"not the first"
"3571","Neoechinorhynchus octonucleatus","Neoechinorhynchus",1933,0,"not the first"
"3573","Neoechinorhynchus prochilodorum","Neoechinorhynchus",1971,1,"not the first"
"3574","Palliolisentis polyonca","Palliolisentis",1973,1,"not the first"
"3575","Quadrigyrus nickoli","Quadrigyrus",1973,1,"not the first"
"3650","Andracantha phalacrocoracis","Andracantha",1939,2,"not the first"
"3652","Apororhynchus silesiacus","Apororhynchus",1980,1,"not the first"
"3737","Polymorphus strumosoides","Polymorphus",1942,2,"not the first"
"3787","Prosthorhynchus formosus","Prosthorhynchus",1918,2,"not the first"
"3794","Sphaerirostris lanceoides","Sphaerirostris",1949,1,"not the first"
"3808","Polymorphus brevis","Polymorphus",1916,25,"not the first"
"3810","Acanthocephalus luzus","Acanthocephalus",NA,0,"not the first"
"3812","Acanthosentis scomberomori","Acanthosentis",NA,1,"not the first"
"3813","Arhythmacanthus cynoglossi","Arhythmacanthus",1980,1,"not the first"
"3815","Bolbosoma scomberomori","Bolbosoma",1981,1,"not the first"
"3823","Gorgorhynchoides satoi","Gorgorhynchoides",1937,1,"first"
"3824","Indorhynchus arii","Indorhynchus",1966,0,"first"
"3825","Neoechinorhynchus coiliae","Neoechinorhynchus",1939,3,"not the first"
"3841","Echinopardalis atrata","Echinopardalis",1931,1,"exclude"
"3847","Neoechinorhynchus ichthyobori","Neoechinorhynchus",1974,1,"not the first"
"3848","Oligacanthorhynchus atrata","Oligacanthorhynchus",1931,2,"not the first"
"3850","Pachysentis ehrenbergi","Pachysentis",1931,0,"first"
"3851","Pachysentis procumbens","Pachysentis",1931,1,"first"
"3853","Paragorgorhynchus aswanensis","Paragorgorhynchus",1990,2,"not the first"
"3860","Rhadinorhynchus horridus","Rhadinorhynchus",1912,1,"not the first"
"3988","Acanthocephalus acerbus","Acanthocephalus",1931,4,"not the first"
"3993","Acanthocephalus aculeatus","Acanthocephalus",1931,5,"not the first"
"3994","Acanthocephalus echigoensis","Acanthocephalus",1920,3,"not the first"
"3998","Acanthocephalus lucidus","Acanthocephalus",1925,6,"not the first"
"4006","Acanthocephalus minor","Acanthocephalus",1935,4,"not the first"
"4011","Acanthocephalus oncorhynchi","Acanthocephalus",1921,1,"not the first"
"4012","Acanthocephalus opsariichthydis","Acanthocephalus",1935,4,"not the first"
"4030","Arhythmorhynchus fuscus","Arhythmorhynchus",1929,1,"not the first"
"4054","Centrorhynchus butonis","Centrorhynchus",1939,1,"not the first"
"4060","Centrorhynchus elongatus","Centrorhynchus",1935,11,"not the first"
"4072","Centrorhynchus itatsinis","Centrorhynchus",1929,2,"not the first"
"4074","Centrorhynchus magnus","Centrorhynchus",1929,4,"not the first"
"4080","Centrorhynchus turdi","Centrorhynchus",1939,7,"not the first"
"4088","Corynosoma phalacrocoracis","Corynosoma",1939,1,"not the first"
"4091","Echinorhynchus clavula","Echinorhynchus",1845,2,"not the first"
"4092","Echinorhynchus cotti","Echinorhynchus",1935,4,"not the first"
"4179","Moniliformis dubius","Moniliformis",1932,6,"not the first"
"4222","Plagiorhynchus bullocki","Plagiorhynchus",1966,1,"not the first"
"4224","Plagiorhynchus golvani","Plagiorhynchus",1966,1,"not the first"
"4232","Porrorchis elongatus","Porrorchis",1929,2,"not the first"
"4236","Porrorchis ogatai","Porrorchis",1937,2,"not the first"
"4240","Porrorchis oti","Porrorchis",1939,2,"not the first"
"4243","Prosthorhynchus charadrii","Prosthorhynchus",1939,1,"not the first"
"4247","Pseudorhadinorhynchus leuciscus","Pseudorhadinorhynchus",1956,2,"first"
"4249","Pseudorhadinorhynchus samegaiensis","Pseudorhadinorhynchus",1975,1,"not the first"
"4254","Rhadinorhynchoides miyagawai","Rhadinorhynchoides",1937,1,"exclude"
"4258","Skrjabinorhynchus capellae","Skrjabinorhynchus",1935,1,"first"
"4259","Skrjabinorhynchus eroliae","Skrjabinorhynchus",1939,1,"not the first"
"4269","Echinorhynchus bothniensis","Echinorhynchus",1994,18,"not the first"
"4390","Arhythmorhynchus pumilirostris","Arhythmorhynchus",1916,2,"not the first"
"4392","Centrorhynchus kuntzi","Centrorhynchus",1966,6,"not the first"
"4398","Corynosoma peposacae","Corynosoma",1914,3,"not the first"
"4399","Echinorhynchus hystrix","Echinorhynchus",NA,3,"not the first"
"4400","Echinorhynchus striatus","Echinorhynchus",NA,1,"not the first"
"4409","Mediorhynchus centurorum","Mediorhynchus",1969,1,"not the first"
"4432","Polymorphus crassus","Polymorphus",NA,1,"not the first"
"4433","Polymorphus mathevossianae","Polymorphus",1949,0,"not the first"
"4436","Polymorphus trochus","Polymorphus",1945,3,"not the first"
"4461","Fessisentis necturorum","Fessisentis",1967,5,"not the first"
"4467","Neoechinorhynchus didelphis","Neoechinorhynchus",2001,1,"not the first"
"4469","Centrorhynchus bazaleticus","Centrorhynchus",1955,1,"not the first"
"4470","Centrorhynchus petrotschenkovi","Centrorhynchus",1955,1,"not the first"
"4480","Mediorhynchus lagodekhiensis","Mediorhynchus",1955,1,"not the first"
"4482","Metechinorhynchus sevani","Metechinorhynchus",1939,0,"not the first"
"4484","Neoncicola novellai","Neoncicola",1890,1,"exclude"
"4513","Echinorhynchus angustatus","Echinorhynchus",NA,3,"not the first"
"4515","Echinorhynchus dasyacanthus","Echinorhynchus",1846,1,"not the first"
"4516","Echinorhynchus filicollis","Echinorhynchus",NA,2,"not the first"
"4519","Echinorhynchus globulosus","Echinorhynchus",1809,2,"not the first"
"4521","Echinorhynchus haeruca","Echinorhynchus",NA,0,"not the first"
"4524","Echinorhynchus inflatus","Echinorhynchus",NA,2,"not the first"
"4525","Echinorhynchus linstowii","Echinorhynchus",NA,1,"not the first"
"4526","Echinorhynchus pachysomus","Echinorhynchus",NA,1,"not the first"
"4527","Echinorhynchus polymorphus","Echinorhynchus",1824,1,"not the first"
"4529","Echinorhynchus proteus","Echinorhynchus",1821,1,"not the first"
"4532","Echinorhynchus tuba","Echinorhynchus",1802,1,"not the first"
"4533","Echinorhynchus versicolor","Echinorhynchus",1819,2,"not the first"
"4555","Plagiorhynchus crassicollis","Plagiorhynchus",1875,2,"not the first"
"4681","Metechinorhynchus leidyi","Metechinorhynchus",1924,1,"not the first"
"4846","Acanthocephalus anthuris","Acanthocephalus",1845,3,"not the first"
"4853","Oncicola canis","Oncicola",1909,4,"not the first"
"4854","Pomphorhynchus bosniacus","Pomphorhynchus",NA,7,"not the first"
"4992","Acanthocephalus bufonis","Acanthocephalus",1903,3,"not the first"
"4994","Apororhynchus hemignathi","Apororhynchus",NA,0,"not the first"
"5021","Nephridiorhynchus majus","Nephridiorhynchus",1821,2,"not the first"
"5023","Oligacanthorhynchus circumflexus","Oligacanthorhynchus",1858,1,"not the first"
"5046","Polymorphus meyeri","Polymorphus",1942,1,"not the first"
"5049","Neoechinorhynchus idahoensis","Neoechinorhynchus",1992,1,"not the first"
"5052","Fessisentis fessus","Fessisentis",1931,2,"first"
"5061","Oligacanthorhynchus tumida","Oligacanthorhynchus",1947,1,"not the first"
"5062","Polymorphus acutis","Polymorphus",1940,3,"not the first"
"5067","Acanthocephalus kashmirensis","Acanthocephalus",1936,0,"not the first"
"5071","Acanthogyrus guptai","Acanthogyrus",1976,1,"not the first"
"5072","Acanthogyrus tripathii","Acanthogyrus",1967,0,"not the first"
"5073","Acanthosentis betwai","Acanthosentis",1959,2,"not the first"
"5074","Acanthosentis cameroni","Acanthosentis",1969,0,"not the first"
"5075","Acanthosentis dattai","Acanthosentis",1938,2,"first"
"5078","Acanthosentis giuris","Acanthosentis",1956,1,"not the first"
"5079","Acanthosentis golvani","Acanthosentis",1980,0,"not the first"
"5080","Acanthosentis hilsai","Acanthosentis",1963,1,"not the first"
"5081","Acanthosentis indica","Acanthosentis",1956,2,"not the first"
"5083","Acanthosentis indicus","Acanthosentis",1967,0,"not the first"
"5084","Acanthosentis putitorae","Acanthosentis",1988,1,"not the first"
"5085","Acanthosentis seenghalae","Acanthosentis",1988,0,"not the first"
"5086","Acanthosentis sircari","Acanthosentis",1941,0,"not the first"
"5087","Acanthosentis thapari","Acanthosentis",1969,1,"not the first"
"5088","Bullockrhynchus indicus","Bullockrhynchus",1985,1,"exclude"
"5089","Centrorhynchus batrachus","Centrorhynchus",1952,2,"not the first"
"5092","Centrorhynchus indicus","Centrorhynchus",1999,0,"not the first"
"5093","Centrorhynchus maryasis","Centrorhynchus",1933,1,"not the first"
"5094","Centrorhynchus milvus","Centrorhynchus",1956,2,"not the first"
"5095","Centrorhynchus saxicoloides","Centrorhynchus",1984,0,"not the first"
