"","hosts","hostclean","group"
"464","Merlangius merlangus","Merlangius merlangus","Teleostei"
"465","Merluccius productus","Merluccius productus","Teleostei"
"466","Microgadus proximus","Microgadus proximus","Teleostei"
"467","Micromesistius poutassou","Micromesistius poutassou","Teleostei"
"468","Microstomus pacificus","Microstomus pacificus","Teleostei"
"469","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus","Teleostei"
"470","Mysis relicta","Mysis relicta","Malacostraca"
"471","Nemichthys scolopaceus","Nemichthys scolopaceus","Teleostei"
"472","Nerophis ophidion","Nerophis ophidion","Teleostei"
"473","Nezumia bairdi","Nezumia bairdii","Teleostei"
"474","Phycis chesteri","Phycis chesteri","Teleostei"
"475","Physiculus japonica","Physiculus japonicus","Teleostei"
"476","Pleuronectes americanus","Pseudopleuronectes americanus","Teleostei"
"477","Pleuronectes ferrugineus","Limanda ferruginea","Teleostei"
"478","Pleuronectes platessa","Pleuronectes platessa","Teleostei"
"479","Pleuronectes putnami","Liopsetta putnami","Teleostei"
"480","Podothecus acipenserinus","Podothecus accipenserinus","Teleostei"
"481","Pomatoschistus microps","Pomatoschistus microps","Teleostei"
"482","Pontoporeia femorata","Pontoporeia femorata","Malacostraca"
"483","Psetta maxima","Scophthalmus maximus","Teleostei"
"484","Raja radiata","Amblyraja radiata","Chondrichthyes"
"485","Scomber japonicus","Scomber japonicus","Teleostei"
"486","Scophthalmus aquosus","Scophthalmus aquosus","Teleostei"
"487","Scophthalmus rhombus","Scophthalmus rhombus","Teleostei"
"488","Sebastes aleutianus","Sebastes aleutianus","Teleostei"
"489","Sebastes alutus","Sebastes alutus","Teleostei"
"490","Sebastes babcocki","Sebastes babcocki","Teleostei"
"491","Sebastes borealis","Sebastes borealis","Teleostei"
"492","Sebastes caurinus","Sebastes caurinus","Teleostei"
"493","Sebastes diploproa","Sebastes diploproa","Teleostei"
"494","Sebastes fasciatus","Sebastes fasciatus","Teleostei"
"495","Sebastes flavidus","Sebastes flavidus","Teleostei"
"496","Sebastes helvomaculatus","Sebastes helvomaculatus","Teleostei"
"497","Sebastes nebulosus","Sebastes nebulosus","Teleostei"
"498","Sebastes proriger","Sebastes proriger","Teleostei"
"499","Sebastes ruberrimus","Sebastes ruberrimus","Teleostei"
"500","Sebastes serranoides","Sebastes serranoides","Teleostei"
"501","Sebastes zacentrus","Sebastes zacentrus","Teleostei"
"502","Taurulus bubalis","Taurulus bubalis","Teleostei"
"503","Trachyrhynchus trachyrhynchus","Trachyrincus scabrus","Teleostei"
"504","Urophycis chuss","Urophycis chuss","Teleostei"
"505","Urophycis tenuis","Urophycis tenuis","Teleostei"
"506","Cerchneis tinnunculus","Cerchneis tinnunculus",NA
"507","Falco buteo","Falco buteo",NA
"508","Lotella phycis","Lotella phycis","Teleostei"
"509","Synaptura orientalis","Brachirus orientalis","Teleostei"
"510","Erinaceus europaeus","Erinaceus europaeus","Mammalia"
"511","Notothenia coriiceps","Notothenia coriiceps","Teleostei"
"512","Trematomus hansoni","Trematomus hansoni","Teleostei"
"513","Larus NA","Rubus flagellaris","Magnoliopsida"
"514","Panthera pardus","Panthera pardus","Mammalia"
"515","Batrachocottus baicalensis","Batrachocottus baicalensis","Teleostei"
"516","Batrachocottus nikolskii","Batrachocottus nikolskii","Teleostei"
"517","Batrachocottus nultiradiatus","Batrachocottus nultiradiatus",NA
"518","Comephorus dybowski","Comephorus dybowskii","Teleostei"
"519","Comephorus inermis","Teleostei","Teleostei"
"520","Cottinella boulengeri","Cottinella boulengeri","Teleostei"
"521","Cottocomephorus grewingki","Cottocomephorus grewingkii","Teleostei"
"522","Cottus kessleri","Leocottus kesslerii","Teleostei"
"523","Limnocottus megalops","Cyphocottus megalops","Teleostei"
"524","Paracottus kessleri","Paracottus kessleri",NA
"525","Paracottus kneri","Paracottus knerii","Teleostei"
"526","Procottus major","Procottus major","Teleostei"
"527","Acipenser baeri","Acipenser baerii","Chondrostei"
"528","Acipenser fulvescens","Acipenser fulvescens","Chondrostei"
"529","Catostomus catostomus","Catostomus catostomus","Teleostei"
"530","Coregonus albula","Coregonus albula","Teleostei"
"531","Coregonus alpenae","Coregonus alpenae","Teleostei"
"532","Coregonus artedii","Coregonus artedi","Teleostei"
"533","Coregonus autumnalis","Coregonus autumnalis","Teleostei"
"534","Coregonus hoyi","Coregonus hoyi","Teleostei"
"535","Coregonus sardinella","Coregonus sardinella","Teleostei"
"536","Coregonus widegreni","Coregonus widegreni","Teleostei"
"537","Couesius plumbeus","Couesius plumbeus","Teleostei"
"538","Esox masquinongy","Esox masquinongy","Teleostei"
"539","Eulimnogammarus cyanoides","Eulimnogammarus cyanoides",NA
"540","Gammarus duebeni","Gammarus duebeni","Malacostraca"
"541","Gmelinoides fasciatus","Gmelinoides fasciatus",NA
"542","Lampetra fluviatilis","Lampetra fluviatilis","Cephalaspidomorphi"
"543","Liparis liparis","Liparis liparis","Teleostei"
"544","Lota maculosa","Lota maculosa",NA
"545","Micropterus dolomieui","Micropterus dolomieu","Teleostei"
"546","Micruropus possolskii","Micruropus possolskii",NA
"547","Myoxocephalus thompsoni","Myoxocephalus thompsonii","Teleostei"
"548","Percopsis omiscomaycus","Percopsis omiscomaycus","Teleostei"
"549","Petromyzon marinus","Petromyzon marinus","Cephalaspidomorphi"
"550","Prosopium cylindraceum","Prosopium cylindraceum","Teleostei"
"551","Scomberomorus guttatus","Scomberomorus guttatus","Teleostei"
"552","Stizostedion canadense","Sander canadensis","Teleostei"
"553","Brachymystax lenok","Brachymystax lenok","Teleostei"
"554","Coregonus nasus","Coregonus nasus","Teleostei"
"555","Coregonus peled","Coregonus peled","Teleostei"
"556","Gmelina costata","Gmelina costata",NA
"557","Hucho taimen","Hucho taimen","Teleostei"
"558","Limnocottus griseus","Limnocottus griseus","Teleostei"
"559","Morone chrysops","Morone chrysops",NA
"560","Parasalmo mykiss","Parasalmo mykiss",NA
"561","Pontogammarus robustoides","Pontogammarus robustoides",NA
"562","Salvelinus albus","Salvelinus albus","Teleostei"
"563","Salvelinus lepechini","Salvelinus lepechini",NA
"564","Catostomus macrocheilus","Catostomus macrocheilus","Teleostei"
"565","Mylocheilus caurinus","Mylocheilus caurinus","Teleostei"
"566","Prosopium williamsoni","Prosopium williamsoni","Teleostei"
"567","Ptychocheilus oregonensis","Ptychocheilus oregonensis","Teleostei"
"568","Sebastolobus alascanus","Sebastolobus alascanus","Teleostei"
"569","Liparis owstoni","Liparis owstoni","Teleostei"
"570","Stereolepis ischinagi","Stereolepis ischinagi",NA
"571","Centrarchus macropterus","Centrarchus macropterus","Teleostei"
"572","Chaenobryttus coronarius","Chaenobryttus coronarius",NA
"573","Lepomis marginatus","Lepomis marginatus","Teleostei"
"574","Chaunax pictus","Chaunax pictus","Teleostei"
"575","Coelorhinchus fasciatus","Coelorhinchus fasciatus",NA
"576","Coryphaenoides striatura","Coryphaenoides striatura",NA
"577","Peristedion adeni","Satyrichthys adeni","Teleostei"
"578","Triglopterus lastoviza","Triglopterus lastoviza",NA
"579","Nemipterus japonicus","Nemipterus japonicus","Teleostei"
"580","Ambystoma talpoideum","Ambystoma talpoideum","Amphibia"
"581","Siren intermedia","Siren intermedia","Amphibia"
"582","Acipenser brevirostrum","Acipenser brevirostrum","Chondrostei"
"583","Rana catesbeiana","Lithobates catesbeianus","Amphibia"
"584","Rana pipiens","Lithobates pipiens","Amphibia"
"585","Anas clypeata","Anas clypeata","Aves"
"586","Anser anser","Anser anser","Aves"
"587","Ardea cinerea","Ardea cinerea","Aves"
"588","Aythya ferina","Aythya ferina","Aves"
"589","Aythya fuligula","Aythya fuligula","Aves"
"590","Aythya nyroca","Aythya nyroca","Aves"
"591","Bucephala clangula","Bucephala clangula","Aves"
"592","Calidris ferruginea","Calidris ferruginea","Aves"
"593","Clangula hyemalis","Clangula hyemalis","Aves"
"594","Fulica atra","Fulica atra","Aves"
"595","Gallinula chloropus","Gallinula chloropus","Aves"
"596","Melanitta americana","Melanitta nigra","Aves"
"597","Melanitta fusca","Melanitta fusca","Aves"
"598","Netta rufina","Netta rufina","Aves"
"599","Podiceps auritus","Podiceps auritus","Aves"
"600","Podiceps nigricollis","Podiceps nigricollis","Aves"
"601","Rallus aquaticus","Rallus aquaticus","Aves"
"602","Somateria fischeri","Somateria fischeri","Aves"
"603","Tachybaptus ruficollis","Tachybaptus ruficollis","Aves"
"604","Vanellus vanellus","Vanellus vanellus","Aves"
"605","Caranx caballus","Caranx caballus","Teleostei"
"606","Caranx hippos","Caranx hippos","Teleostei"
"607","Kyphosus elegans","Kyphosus elegans","Teleostei"
"608","Mugil cephalus","Mugil cephalus","Teleostei"
"609","Arius serratus","Netuma bilineatus","Teleostei"
"610","Harpodon nehereus","Harpodon nehereus",NA
"611","Nemipterus virgatus","Nemipterus virgatus","Teleostei"
"612","Scatophagus argus","Scatophagus argus","Teleostei"
"613","Hexagrammos otakii","Hexagrammos otakii","Teleostei"
"614","Liza saliens","Liza saliens","Teleostei"
"615","Mugil curema","Mugil curema","Teleostei"
"616","Blennius tentacularis","Parablennius tentacularis","Teleostei"
"617","Crenilabrus quinquemaculatus","Symphodus roissali","Teleostei"
"618","Gammarus olivii","Gammarus olivii",NA
"619","Lepadogaster lepadogaster","Lepadogaster lepadogaster","Teleostei"
"620","Caranx latus","Caranx latus","Teleostei"
"621","Lutjanus griseus","Lutjanus griseus","Teleostei"
"622","Scomberomorus sierra","Scomberomorus sierra","Teleostei"
"623","Caranx crysos","Caranx crysos","Teleostei"
"624","Seriola lalandi","Seriola lalandi","Teleostei"
"625","Seriola zonata","Seriola zonata","Teleostei"
"626","Trachinotus falcatus","Trachinotus falcatus","Teleostei"
"627","Zonichthys falcatus","Zonichthys falcatus",NA
"628","Epinephelus morio","Epinephelus morio","Teleostei"
"629","Paralabrax humeralis","Paralabrax humeralis","Teleostei"
"630","Epinephelus akaara","Epinephelus akaara","Teleostei"
"631","Arius felis","Ariopsis felis","Teleostei"
"632","Arius melanopus","Arius melanopus",NA
"633","Cathorops melanopus","Cathorops melanopus","Teleostei"
"634","Galeichthys felis","Ariopsis felis","Teleostei"
"635","Mycteroperca apua","Mycteroperca apua",NA
"636","Mycteroperca venenosa","Mycteroperca venenosa","Teleostei"
"637","Psettodes erumei","Psettodes erumei","Teleostei"
"638","Eleotris pisonis","Eleotris pisonis","Teleostei"
"639","Glossogobius giurus","Glossogobius giuris","Teleostei"
"640","Lateolabrax japonicus","Lateolabrax japonicus","Teleostei"
"641","Hypostomus carinatus","Hypostomus carinatus","Teleostei"
"642","Plecostomus olivaris","Plecostomus olivaris",NA
"643","Hypostomus plecostomus","Hypostomus plecostomus","Teleostei"
"644","Plecostomus plecostomus","Plecostomus plecostomus",NA
"645","Acanthorhodeus hypselonotus","Acanthorhodeus hypselonotus",NA
"646","Anguilla japonica","Anguilla japonica","Teleostei"
"647","Culter erythropterus","Culter erythropterus",NA
"648","Elopichthys bambusa","Elopichthys bambusa","Teleostei"
"649","Erythroculter dabryi","Erythroculter dabryi",NA
"650","Erythroculter ilishaeformis","Erythroculter ilishaeformis",NA
"651","Erythroculter mongolicus","Chanodichthys mongolicus","Teleostei"
"652","Erythroculter oxycephalus","Erythroculter oxycephalus",NA
"653","Hemiculter leucisculus","Hemiculter leucisculus","Teleostei"
"654","Mylopharyngodon piceus","Mylopharyngodon piceus","Teleostei"
"655","Ochetobius elongatus","Ochetobius elongatus","Teleostei"
"656","Odontobutis obscura","Odontobutis obscura","Teleostei"
"657","Rhinogobius guirinus","Rhinogobius guirinus",NA
"658","Siniperca chuatsi","Siniperca chuatsi","Teleostei"
"659","Squaliobarbus curriculus","Squaliobarbus curriculus","Teleostei"
"660","Peltorhamphus novaezelandiae","Peltorhamphus novaezelandiae",NA
"661","Artedidraco mirus","Artedidraco mirus","Teleostei"
"662","Chirostoma macrolepidotus","Teleostei","Teleostei"
"663","Chirostoma microlepidotus","Teleostei","Teleostei"
"664","Notothenia gibberifrons","Notothenia gibberifrons",NA
"665","Notothenia larseni","Notothenia larseni",NA
"666","Notothenia neglecta","Notothenia neglecta","Teleostei"
"667","Notothenia rossi","Notothenia rossii","Teleostei"
"668","Notothenia squamifrons","Notothenia squamifrons",NA
"669","Nototheniops nudifrons","Lepidonotothen nudifrons","Teleostei"
"670","Nototheniops nybelini","Nototheniops nybelini","Teleostei"
"671","Parachaenichthys charcoti","Parachaenichthys charcoti","Teleostei"
"672","Parachaenichthys georgianus","Parachaenichthys georgianus","Teleostei"
"673","Patagonina hatcheri","Patagonina hatcheri",NA
"674","Alaeops plinthus","Poecilopsetta plinthus","Teleostei"
"675","Callionymus calauropomus","Foetorepus calauropomus","Teleostei"
"676","Pseudolabrus tetricus","Pseudolabrus tetricus",NA
"677","Eleginops maclovinus","Eleginops maclovinus","Teleostei"
"678","Muraenolepis marmoratus","Muraenolepis marmoratus","Teleostei"
"679","Menticirrhus undulatus","Menticirrhus undulatus","Teleostei"
"680","Roncador stearnsi","Roncador stearnsii","Teleostei"
"681","Umbrina roncador","Umbrina roncador","Teleostei"
"682","Upeneichthys porosus","Upeneichthys lineatus","Teleostei"
"683","Albula vulpes","Albula vulpes","Teleostei"
"684","Menticirrhus americanus","Menticirrhus americanus","Teleostei"
"685","Arius jella","Arius gagora","Teleostei"
"686","Osteogeneiosus militaris","Osteogeneiosus militaris","Teleostei"
"687","Aphredoderus sayanus","Aphredoderus sayanus","Teleostei"
"688","Lepomis gulosus","Lepomis gulosus","Teleostei"
"689","Ambystoma tridactylum","Amphibia","Amphibia"
"690","Anguilla chrysypa","Anguilla chrysypa",NA
"691","Astyanax mexicanus","Astyanax mexicanus","Teleostei"
"692","Cichlasoma cyanoguttatum","Herichthys cyanoguttatum","Teleostei"
"693","Culaea inconstans","Culaea inconstans","Teleostei"
"694","Etheostoma caeruleum","Etheostoma caeruleum","Teleostei"
"695","Etheostoma exile","Etheostoma exile","Teleostei"
"696","Etheostoma flabellare","Etheostoma flabellare","Teleostei"
"697","Etheostoma nigrum","Etheostoma nigrum","Teleostei"
"698","Fundulus diaphanus","Fundulus diaphanus","Teleostei"
"699","Hyalella azteca","Hyalella azteca","Malacostraca"
"700","Hybopsis storeriana","Macrhybopsis storeriana","Teleostei"
"701","Hypentelium nigricans","Hypentelium nigricans","Teleostei"
"702","Lepisosteus osseus","Lepisosteus osseus","Holostei"
"703","Lepomis auritus","Lepomis auritus","Teleostei"
"704","Lepomis microlophus","Lepomis microlophus","Teleostei"
"705","Lepomis miniatus","Lepomis miniatus","Teleostei"
"706","Lepomis punctatus","Lepomis punctatus","Teleostei"
"707","Micropterus punctulatus","Micropterus punctulatus","Teleostei"
"708","Moxostoma anisurum","Moxostoma anisurum","Teleostei"
"709","Nerodia cyclopion","Nerodia cyclopion","Reptilia"
"710","Nerodia fasciata","Nerodia fasciata","Reptilia"
"711","Notropis anogenus","Notropis anogenus","Teleostei"
"712","Notropis hudsonius","Notropis hudsonius","Teleostei"
"713","Noturus flavus","Noturus flavus","Teleostei"
"714","Noturus gyrinus","Noturus gyrinus","Teleostei"
"715","Percina caprodes","Percina caprodes","Teleostei"
"716","Rhinichthys atratulus","Rhinichthys atratulus","Teleostei"
"717","Umbra limi","Umbra pygmaea","Teleostei"
"718","Acanthopagrus australis","Acanthopagrus australis","Teleostei"
"719","Lutjanus russelli","Lutjanus russellii","Teleostei"
"720","Plotosus anguillaris","Plotosus lineatus","Teleostei"
"721","Sparus macrocephalus","Sparus macrocephalus",NA
"722","Barnardichthys fulvomarginatus","Barnardichthys fulvomarginatus",NA
"723","Tylosurus strongylurus","Strongylura strongylura","Teleostei"
"724","Lutjanus johni","Lutjanus johnii","Teleostei"
"725","Caprella californica","Caprella californica","Malacostraca"
"726","Caprella equilibra","Caprella equilibra","Malacostraca"
"727","Chrysophrys major","Pagrus major","Teleostei"
"728","Pagrosomus major","Pagrosomus major",NA
"729","Pagrosomus unicolor","Pagrosomus unicolor",NA
"730","Takifugu rubripes","Takifugu rubripes","Teleostei"
"731","Anomala corpulenta","Anomala corpulenta",NA
"732","Anomala exoleta","Anomala exoleta",NA
"733","Apodemus sylvaticus","Apodemus sylvaticus","Mammalia"
"734","Atelexia albiventris","Atelexia albiventris",NA
"735","Ateuchus apicatus","Ateuchus apicatus",NA
"736","Ateuchus carbonarius","Ateuchus carbonarius",NA
"737","Ateuchus multilatus","Ateuchus multilatus",NA
"738","Bolbotrypes davidi","Bolbotrypes davidi",NA
"739","Canthidium breve","Canthidium breve",NA
"740","Catharsius molossus","Catharsius molossus",NA
"741","Cetonia aurata","Cetonia aurata",NA
"742","Coluber jugularis","Coluber jugularis",NA
"743","Cotinus nitida","Cotinus nitida",NA
"744","Dichotomius fimbriatus","Dichotomius fimbriatus",NA
"745","Dichotomius mormon","Dichotomius mormon",NA
"746","Dorysthenes paradoxus","Dorysthenes paradoxus",NA
"747","Eophileurus chinensis","Eophileurus chinensis",NA
"748","Eptesicus serotinus","Eptesicus serotinus","Mammalia"
"749","Gymnopleurus mopsus","Gymnopleurus mopsus",NA
"750","Holotrichia oblita","Holotrichia oblita",NA
"751","Nyctalus leisleri","Nyctalus leisleri","Mammalia"
"752","Ondatra zibethica","Ondatra zibethicus","Mammalia"
"753","Oxycetonia bealiae","Oxycetonia bealiae",NA
"754","Oxycetonia jucunda","Oxycetonia jucunda",NA
"755","Pentodon patruelis","Pentodon patruelis",NA
"756","Periplaneta americana","Periplaneta americana","Insecta"
"757","Pimelia subglobosa","Pimelia subglobosa",NA
"758","Pipistrellus kuhli","Pipistrellus kuhlii","Mammalia"
"759","Popillia japonica","Popillia japonica","Insecta"
"760","Popillia quadriguttatus","Popillia quadriguttatus",NA
"761","Potosia brevitarsis","Potosia brevitarsis",NA
"762","Scarabaeus typhon","Scarabaeus typhon",NA
"763","Sus scrofa","Sus scrofa","Mammalia"
"764","Uroxys angulicollis","Uroxys angulicollis",NA
"765","Agkistrodon piscivorus","Agkistrodon piscivorus","Reptilia"
"766","Canis latrans","Canis latrans","Mammalia"
"767","Coluber constrictor","Coluber constrictor","Reptilia"
"768","Dasypus novemcinctus","Dasypus novemcinctus","Mammalia"
