"","Parasite","genus","year","hs","first"
"16482","Hymenolepis skrjabini","Hymenolepis",1945,4,"not the first"
"16486","Hymenolepis skrjabiniana","Hymenolepis",1947,4,"not the first"
"16490","Hymenolepis skrjabinissima","Hymenolepis",1952,1,"not the first"
"16496","Hymenolepis suslica","Hymenolepis",1965,2,"not the first"
"16498","Hymenolepis swiderskii","Hymenolepis",1932,2,"not the first"
"16500","Idiogenes skrjabini","Idiogenes",1968,1,"not the first"
"16501","Insectivorolepis bargusinica","Insectivorolepis",1975,3,"not the first"
"16504","Joyeuxiella rossicum","Joyeuxiella",1928,6,"not the first"
"16510","Joyeuxilepis decacanthoides","Joyeuxilepis",1991,1,"not the first"
"16511","Joyeuxilepis octacantha","Joyeuxilepis",1981,1,"not the first"
"16512","Joyeuxilepis uralensis","Joyeuxilepis",1989,1,"not the first"
"16513","Khawia armeniaca","Khawia",1916,5,"first"
"16518","Khawia japonensis","Khawia",1934,4,"not the first"
"16523","Khawia parva","Khawia",1936,3,"not the first"
"16527","Lateriporus gredleri","Lateriporus",NA,1,"not the first"
"16528","Lateriporus karajasicus","Lateriporus",1957,1,"not the first"
"16529","Lateriporus markevichi","Lateriporus",1982,1,"not the first"
"16530","Lateriporus mathevossianae","Lateriporus",1962,2,"not the first"
"16533","Lateriporus solitariae","Lateriporus",1975,1,"not the first"
"16534","Leptotaenia skrjabini","Leptotaenia",1953,1,"exclude"
"16535","Liga dubinini","Liga",1941,1,"not the first"
"16536","Liga porzanae","Liga",1976,1,"not the first"
"16537","Ligula pavlovskii","Ligula",1959,9,"not the first"
"16547","Limnolepis annandalei","Limnolepis",1922,1,"not the first"
"16548","Limnolepis transfuga","Limnolepis",1967,3,"not the first"
"16551","Lineolepis diminuta","Lineolepis",1819,3,"first"
"16554","Lineolepis fraterna","Lineolepis",1906,1,"not the first"
"16555","Lineolepis horrida","Lineolepis",1900,1,"not the first"
"16556","Lineolepis skrjabini","Lineolepis",1959,4,"not the first"
"16560","Lyruterina nigropunctata","Lyruterina",1890,1,"exclude"
"16561","Malika skrjabini","Malika",1958,1,"first"
"16562","Markevitschia sagittata","Markevitschia",1965,3,"exclude"
"16565","Matabelea fuhrmanni","Matabelea",1925,4,"first"
"16570","Mathevolepis larvi","Mathevolepis",1982,2,"not the first"
"16572","Mathevolepis macyi","Mathevolepis",1952,1,"not the first"
"16573","Mathevolepis petrotschenkoi","Mathevolepis",1948,7,"first"
"16580","Mathevolepis skrjabini","Mathevolepis",1965,9,"not the first"
"16589","Mathevolepis triovaria","Mathevolepis",1990,1,"not the first"
"16591","Mesocestoides beringi","Mesocestoides",1975,1,"not the first"
"16592","Mesocestoides erschovi","Mesocestoides",1975,1,"not the first"
"16593","Mesocestoides kirbyi","Mesocestoides",1944,4,"not the first"
"16597","Mesocestoides petrowi","Mesocestoides",1977,5,"not the first"
"16602","Mesocestoides zacharovae","Mesocestoides",1975,1,"not the first"
"16603","Metadilepis caprimulgina","Metadilepis",1911,1,"not the first"
"16604","Microsomacanthus accuratus","Microsomacanthus",1987,1,"not the first"
"16605","Microsomacanthus borealis","Microsomacanthus",1965,1,"not the first"
"16606","Microsomacanthus collaris","Microsomacanthus",1786,4,"first"
"16610","Microsomacanthus fausti","Microsomacanthus",1932,8,"not the first"
"16618","Microsomacanthus formosoides","Microsomacanthus",1961,2,"not the first"
"16620","Microsomacanthus hystrix","Microsomacanthus",1961,1,"not the first"
"16621","Microsomacanthus mica","Microsomacanthus",1988,3,"not the first"
"16624","Microsomacanthus minimus","Microsomacanthus",1965,1,"not the first"
"16625","Microsomacanthus mirabilis","Microsomacanthus",NA,1,"not the first"
"16634","Microsomacanthus polystictae","Microsomacanthus",1988,1,"not the first"
"16646","Microsomacanthus styloides","Microsomacanthus",NA,1,"not the first"
"16647","Molluscotaenia baicalensis","Molluscotaenia",1971,3,"not the first"
"16650","Moniezia alba","Moniezia",1879,1,"not the first"
"16651","Moniezia autumnalis","Moniezia",1967,2,"not the first"
"16653","Moniezia taimyrica","Moniezia",1967,1,"not the first"
"16655","Monobothrium auriculatum","Monobothrium",1961,2,"not the first"
"16657","Monordotaenia alopexi","Monordotaenia",1983,1,"exclude"
"16658","Monotestilepis tadornae","Monotestilepis",1971,5,"exclude"
"16663","Multiceps endothoracicus","Multiceps",1948,3,"not the first"
"16666","Multiceps parviuncinatus","Multiceps",1939,1,"not the first"
"16667","Multiuterina skrjabini","Multiuterina",1948,3,"first"
"16670","Multiuterina uralensis","Multiuterina",1995,1,"not the first"
"16671","Myotolepis crimensis","Myotolepis",1946,9,"not the first"
"16680","Nadejdolepis lauriei","Nadejdolepis",1939,2,"not the first"
"16682","Nematoparataenia skrjabini","Nematoparataenia",1959,1,"not the first"
"16683","Neoskrjabinolepis diaphana","Neoskrjabinolepis",1906,4,"first"
"16687","Nippotaenia mogurndae","Nippotaenia",1940,2,"not the first"
"16689","Nybelinia surmenicola","Nybelinia",1929,81,"not the first"
"16770","Oochoristica ochoristica","Oochoristica",NA,2,"not the first"
"16771","Oochoristica ochoristica","Oochoristica",NA,2,"not the first"
"16773","Oochoristica sobolevi","Oochoristica",1948,1,"not the first"
"16774","Oochoristica truncata","Oochoristica",1879,8,"not the first"
"16782","Parabiglandatrium liguloides","Parabiglandatrium",1847,2,"exclude"
"16784","Parandrya feodorovi","Parandrya",1996,3,"exclude"
"16787","Paranoplocephala caucasica","Paranoplocephala",1938,2,"not the first"
"16811","Paranoplocephala lemmi","Paranoplocephala",1952,6,"not the first"
"16818","Paranoplocephala longivaginata","Paranoplocephala",1998,2,"not the first"
"16820","Paranoplocephala ryjikovi","Paranoplocephala",1950,2,"not the first"
"16822","Paranoplocephala serrata","Paranoplocephala",2000,2,"not the first"
"16824","Paranoplocephala transversaria","Paranoplocephala",1879,9,"not the first"
"16833","Paranoplocephaloides schachmatovae","Paranoplocephaloides",1996,1,"not the first"
"16834","Paraoligorchis skrjabiniana","Paraoligorchis",1947,1,"first"
"16835","Paraproteocephalus parasiluri","Paraproteocephalus",1934,6,"exclude"
"16842","Paricterotaenia decacantha","Paricterotaenia",1913,2,"not the first"
"16845","Paricterotaenia micracantha","Paricterotaenia",NA,1,"not the first"
"16846","Paricterotaenia rotunda","Paricterotaenia",1913,2,"not the first"
"16848","Paricterotaenia stellifera","Paricterotaenia",1869,2,"not the first"
"16850","Pentocoronaria rusannae","Pentocoronaria",1966,1,"exclude"
"16851","Phyllobothrium caudatum","Phyllobothrium",1914,8,"not the first"
"16859","Polycercus burti","Polycercus",NA,1,"not the first"
"16860","Polycercus clerci","Polycercus",NA,1,"not the first"
"16861","Polycercus talpae","Polycercus",1990,1,"not the first"
"16862","Postgangesia orientalis","Postgangesia",1959,1,"first"
"16863","Progynopylidium noelleri","Progynopylidium",1924,1,"exclude"
"16864","Proteocephalus albulae","Proteocephalus",1969,1,"not the first"
"16865","Proteocephalus pamirensis","Proteocephalus",1971,1,"not the first"
"16866","Proteocephalus ruzskyi","Proteocephalus",1946,1,"not the first"
"16867","Proteocephalus skorikowi","Proteocephalus",1904,2,"not the first"
"16871","Proterogynotaenia polytestis","Proterogynotaenia",1973,1,"not the first"
"16874","Pseudhymenolepis crociduri","Pseudhymenolepis",1997,1,"not the first"
"16875","Pseudhymenolepis nepalensis","Pseudhymenolepis",1991,2,"not the first"
"16877","Pseudhymenolepis turkestanica","Pseudhymenolepis",1991,1,"not the first"
"16879","Pseudobothriolepis mathevossianae","Pseudobothriolepis",1957,2,"first"
"16881","Raillietina caucasica","Raillietina",1966,2,"not the first"
"16883","Raillietina circumvallata","Raillietina",1953,3,"not the first"
"16886","Raillietina clerci","Raillietina",1920,1,"not the first"
"16887","Raillietina coturnicus","Raillietina",1967,1,"not the first"
"16888","Raillietina cyrtus","Raillietina",1914,1,"not the first"
"16889","Raillietina erschovi","Raillietina",1965,1,"not the first"
"16891","Raillietina friedbergeri","Raillietina",1878,1,"not the first"
"16892","Raillietina gvosdevi","Raillietina",1968,1,"not the first"
"16893","Raillietina kirghizica","Raillietina",1965,1,"not the first"
"16895","Raillietina moldavica","Raillietina",1974,2,"not the first"
"16897","Raillietina volzi","Raillietina",1905,1,"not the first"
"16898","Rallitaenia porzanae","Rallitaenia",1976,1,"not the first"
"16899","Rauschitaenia ancora","Rauschitaenia",1959,1,"exclude"
"16900","Retinometra oxyurae","Retinometra",1966,1,"not the first"
"16901","Rodentolepis avetjanea","Rodentolepis",1956,1,"not the first"
"16902","Rodentolepis awetjanae","Rodentolepis",NA,1,"not the first"
"16903","Rodentolepis erinacei","Rodentolepis",1789,2,"not the first"
"16905","Rodentolepis merionis","Rodentolepis",1966,2,"not the first"
"16907","Rodentolepis octocoronata","Rodentolepis",1879,1,"not the first"
"16909","Rodentotaenia bondarevae","Rodentotaenia",1978,4,"not the first"
"16913","Rodentotaenia filamentosum","Rodentotaenia",1782,1,"first"
"16914","Rodentotaenia merionidis","Rodentotaenia",1978,1,"not the first"
"16915","Rostelugnia intermedia","Rostelugnia",1934,1,"not the first"
"16916","Rostelugnia polyacantha","Rostelugnia",1909,2,"not the first"
"16918","Schistocephalus nemachili","Schistocephalus",1959,2,"not the first"
"16920","Schizorchis altaica","Schizorchis",1951,5,"not the first"
"16925","Scutariella georgica","Scutariella",1981,1,"first"
"16926","Similuncinus pavlovskyi","Similuncinus",1953,1,"exclude"
"16927","Sinuterilepis diglobovari","Sinuterilepis",1965,3,"first"
"16930","Skrjabinacanthus diplocoronatus","Skrjabinacanthus",1959,4,"first"
"16935","Skrjabinacanthus jacutensis","Skrjabinacanthus",1959,2,"first"
"16937","Skrjabinia globocaudata","Skrjabinia",1900,2,"not the first"
"16939","Skrjabinia progenesia","Skrjabinia",1968,1,"not the first"
"16940","Skrjabinoparaksis tatianae","Skrjabinoparaksis",1949,1,"exclude"
"16941","Skrjabinoporus merops","Skrjabinoporus",1928,3,"exclude"
"16944","Sobolevicanthus mastigopraeditus","Sobolevicanthus",1942,1,"not the first"
"16945","Sobolevitaenia anthusi","Sobolevitaenia",1958,1,"not the first"
"16946","Soricinia bargusinica","Soricinia",1975,2,"not the first"
"16948","Soricinia cirravaginata","Soricinia",1975,2,"not the first"
"16950","Soricinia japonica","Soricinia",1991,3,"not the first"
"16953","Soricinia longisegmentalis","Soricinia",1994,3,"not the first"
"16956","Soricinia quarta","Soricinia",1983,9,"not the first"
"16965","Soricinia tripartita","Soricinia",1956,2,"not the first"
"16967","Spasskylepis ovaluteri","Spasskylepis",1964,2,"exclude"
"16969","Spasskytaenia platyrhyncha","Spasskytaenia",1869,1,"exclude"
"16970","Spasskyterina trianguloides","Spasskyterina",1989,4,"exclude"
"16974","Spiniglans affinis","Spiniglans",1869,1,"not the first"
"16975","Staphylocystis diplomesodoni","Staphylocystis",1993,1,"not the first"
"16976","Staphylocystis jacobsoni","Staphylocystis",1907,1,"not the first"
"16977","Staphylocystis minusculus","Staphylocystis",1994,1,"not the first"
"16978","Staphylocystis putoraki","Staphylocystis",1993,1,"not the first"
"16979","Staphylocystis sibirica","Staphylocystis",1957,2,"not the first"
"16981","Staphylocystis sosninae","Staphylocystis",1994,2,"not the first"
"16983","Staphylocystis syrdariensis","Staphylocystis",1946,1,"not the first"
"16985","Staphylocystis toxometra","Staphylocystis",1932,2,"not the first"
"16989","Staphylocystoides stafanskii","Staphylocystoides",1954,1,"first"
"16990","Staphylocystoides stefanskii","Staphylocystoides",1954,1,"first"
"16991","Stilesia globipunctata","Stilesia",1874,9,"first"
"17001","Taenia affinis","Taenia",1869,1,"not the first"
"17002","Taenia djeirani","Taenia",1964,3,"not the first"
"17005","Taenia melesi","Taenia",1956,1,"not the first"
"17006","Taenia monostephanus","Taenia",1905,1,"not the first"
"17007","Taenia schavarschi","Taenia",1949,1,"not the first"
"17008","Taenia sibirica","Taenia",1952,3,"not the first"
"17012","Talpotaenia altaica","Talpotaenia",1990,1,"exclude"
"17013","Tatria antipini","Tatria",1959,2,"not the first"
"17015","Tatria dubininae","Tatria",1981,1,"not the first"
"17016","Tatria erschovi","Tatria",1959,2,"not the first"
"17018","Tatria mathevossianae","Tatria",1956,1,"not the first"
"17019","Tetraonetta urogalli","Tetraonetta",1790,3,"exclude"
"17022","Tetrathyridium variabile","Tetrathyridium",NA,1,"exclude"
"17027","Thysaniezia giardi","Thysaniezia",1879,7,"not the first"
"17034","Thysaniezia ovilla","Thysaniezia",1878,1,"first"
"17035","Triaenophorus amurensis","Triaenophorus",1968,3,"not the first"
"17038","Triaenophorus meridionalis","Triaenophorus",1968,1,"not the first"
"17039","Trichocephaloides temminckii","Trichocephaloides",1958,1,"not the first"
"17040","Triodontolepis hamanni","Triodontolepis",1891,4,"first"
"17044","Triodontolepis kurashvili","Triodontolepis",1971,5,"not the first"
"17049","Triodontolepis torrentis","Triodontolepis",1987,3,"not the first"
"17053","Troglocaridicola mrazeki","Troglocaridicola",1983,2,"exclude"
"17055","Valipora unilateralis","Valipora",1819,1,"first"
"17056","Vampirolepis novosibirskensis","Vampirolepis",1994,4,"not the first"
"17060","Vampirolepis soltysi","Vampirolepis",1957,1,"not the first"
"17062","Vitta alexandri","Vitta",1966,1,"not the first"
"17063","Wardium chaunense","Wardium",1977,1,"not the first"
"17064","Wardium clandestina","Wardium",1869,1,"not the first"
"17065","Wardium gvozdevi","Wardium",1988,2,"not the first"
"17067","Wardium pararetracta","Wardium",1982,2,"not the first"
"17069","Wardium sobolevi","Wardium",1966,1,"not the first"
"17070","Wardium stellorae","Wardium",1960,2,"not the first"
"17072","Wardium tsengi","Wardium",1940,4,"not the first"
"17076","Zarnowskiella stefanskii","Zarnowskiella",1954,4,"exclude"
"17080","Davainea galeritae","Davainea",1914,1,"not the first"
"17081","Dipylidium monophorum","Dipylidium",1898,1,"not the first"
"17082","Nematotaenia chantalae","Nematotaenia",1957,2,"not the first"
"17084","Sharpilia dollfusi","Sharpilia",1988,1,"not the first"
"17085","Andrya rauschi","Andrya",1990,1,"not the first"
"17086","Biuterina diversihamata","Biuterina",1994,1,"not the first"
"17087","Catenotaenia afghana","Catenotaenia",1977,2,"not the first"
"17089","Catenotaenia kullmanni","Catenotaenia",1977,2,"not the first"
"17091","Cloacotaeniella tringae","Cloacotaeniella",1988,1,"exclude"
"17092","Cotugnia attariyana","Cotugnia",1989,1,"not the first"
"17093","Cotugnia francolini","Cotugnia",1989,1,"not the first"
"17094","Cotugnia iraqensis","Cotugnia",1989,1,"not the first"
"17095","Cotugnia latiproglottina","Cotugnia",1990,1,"not the first"
"17096","Cotugnia paucitesticulata","Cotugnia",1989,1,"not the first"
"17097","Cotugnia satpuliensis","Cotugnia",1983,1,"not the first"
"17100","Cysticercus ovis","Cysticercus",NA,2,"not the first"
"17102","Dicranotaenia tsengi","Dicranotaenia",1940,1,"not the first"
"17103","Dilepis longisaccata","Dilepis",1987,1,"not the first"
"17104","Dilepis passeris","Dilepis",1990,1,"not the first"
"17105","Echinococcus iraqii","Echinococcus",2002,1,"not the first"
"17106","Echinorhynchotaenia tritesticulata","Echinorhynchotaenia",1909,4,"exclude"
"17110","Hymenolepis mujibi","Hymenolepis",1974,1,"not the first"
"17112","Hymenolepis rhinopomae","Hymenolepis",1989,1,"not the first"
"17113","Hymenolepis sunci","Hymenolepis",1971,1,"not the first"
"17115","Hymenolepis vogeae","Hymenolepis",1956,4,"not the first"
"17119","Inermicapsifer beveridgei","Inermicapsifer",1988,1,"not the first"
"17120","Joyeuxiella fuhrmanni","Joyeuxiella",1924,3,"not the first"
"17123","Khawia barbi","Khawia",2003,1,"not the first"
"17124","Khawia grypi","Khawia",1992,1,"not the first"
"17125","Khawia lutei","Khawia",2003,1,"not the first"
"17126","Mathevotaenia rodentium","Mathevotaenia",1927,1,"not the first"
"17127","Mesocestoides caestus","Mesocestoides",1925,1,"not the first"
"17128","Microsomacanthus passeris","Microsomacanthus",NA,1,"not the first"
"17129","Oochoristica nupta","Oochoristica",1988,1,"not the first"
"17130","Otiditaenia conoideis","Otiditaenia",1782,1,"first"
"17131","Panuwa valelli","Panuwa",1959,1,"not the first"
"17132","Paranoplocephala nevoi","Paranoplocephala",1990,1,"not the first"
"17133","Parvibursa chrysolampidis","Parvibursa",1936,1,"exclude"
"17134","Passerilepis acollaria","Passerilepis",1987,1,"not the first"
"17135","Postgangesia inarmata","Postgangesia",2003,1,"not the first"
"17136","Senga mastacembeli","Senga",1992,1,"not the first"
"17137","Sobolevicanthus javanensis","Sobolevicanthus",1945,2,"not the first"
"17139","Vampirolepis iraqensis","Vampirolepis",NA,1,"not the first"
"17140","Vampirolepis kerivoulae","Vampirolepis",1937,4,"not the first"
"17144","Vampirolepis mesopotamiana","Vampirolepis",1989,1,"not the first"
"17145","Vampirolepis molani","Vampirolepis",NA,1,"not the first"
"17146","Amoebotaenia lingi","Amoebotaenia",1994,1,"not the first"
"17147","Amoebotaenia longirostellata","Amoebotaenia",1976,1,"not the first"
"17148","Amoebotaenia lumbrici","Amoebotaenia",1883,1,"not the first"
